held_out,train_dataset,family,acc.true,acc.pred,f1.true,f1.pred,auroc.true,auroc.pred,brier.true,brier.pred,meanconf.true,meanconf.pred,nll.true,nll.pred
imdb,imdb,sentiment,0.5274999737739563,0.7066069841384888,0.4916675090789795,0.6413825750350952,0.6584399938583374,0.8927371501922607,0.2464260309934616,0.20533187687397003,0.533898115158081,0.5493354201316833,0.6859455704689026,0.5879263281822205
imdb,imdb,sentiment,0.8529999852180481,0.7563716769218445,0.8522761464118958,0.6990944147109985,0.9335888624191284,0.9345337152481079,0.19640110433101654,0.1799841821193695,0.5699973702430725,0.699770987033844,0.583940863609314,0.5415917634963989
imdb,imdb,sentiment,0.8679999709129333,0.8769664168357849,0.8616647720336914,0.8685631155967712,0.96607905626297,0.9758668541908264,0.09198271483182907,0.09745965898036957,0.910199761390686,0.9095456004142761,0.29606136679649353,0.3593359589576721
imdb,imdb,sentiment,0.9125000238418579,0.8409882187843323,0.9113783836364746,0.8234543204307556,0.9680257439613342,0.9670535922050476,0.06710001826286316,0.11797094345092773,0.9167553782463074,0.9022932052612305,0.23810718953609467,0.40241262316703796
imdb,imdb,sentiment,0.9089999794960022,0.8590403199195862,0.9078648090362549,0.8417752981185913,0.9657318592071533,0.9709458351135254,0.06981303542852402,0.10450684279203415,0.886367917060852,0.8906880021095276,0.2397097945213318,0.3677014112472534
imdb,imdb,sentiment,0.9110000133514404,0.8670231103897095,0.909142017364502,0.86127108335495,0.9680196642875671,0.9741172790527344,0.06822320818901062,0.09975133836269379,0.9272679090499878,0.8957259654998779,0.23567979037761688,0.3642726540565491
imdb,imdb,sentiment,0.8820000290870667,0.8456266522407532,0.8819201588630676,0.8357481360435486,0.9672589302062988,0.9657002091407776,0.09208947420120239,0.12071262300014496,0.9341468214988708,0.8906704783439636,0.33463582396507263,0.41711491346359253
imdb,imdb,sentiment,0.9035000205039978,0.8241517543792725,0.901584804058075,0.8123905062675476,0.9647005200386047,0.9602471590042114,0.07372631877660751,0.1374775469303131,0.8696790933609009,0.8234750628471375,0.2505742907524109,0.44294604659080505
imdb,imdb,sentiment,0.9079999923706055,0.8548811674118042,0.9060518741607666,0.8501885533332825,0.965652346611023,0.9614489078521729,0.07186854630708694,0.11737703531980515,0.9076215028762817,0.8923975825309753,0.24702362716197968,0.3788423538208008
imdb,imdb,sentiment,0.9079999923706055,0.8524548411369324,0.906723141670227,0.8468145132064819,0.9650573134422302,0.9695147275924683,0.08158192783594131,0.117992103099823,0.809573769569397,0.856243371963501,0.28857576847076416,0.41081514954566956
imdb,imdb,sentiment,0.9054999947547913,0.8600450158119202,0.9046844840049744,0.8535336256027222,0.9655428528785706,0.97330641746521,0.08026227355003357,0.10396990180015564,0.8202097415924072,0.8864912390708923,0.28236034512519836,0.3695840537548065
imdb,imdb,sentiment,0.906499981880188,0.8807743191719055,0.9046981930732727,0.872260332107544,0.9670430421829224,0.9771749377250671,0.06944933533668518,0.09617986530065536,0.9162267446517944,0.9086667895317078,0.2354588508605957,0.3630836308002472
imdb,imdb,sentiment,0.8805000185966492,0.8987623453140259,0.8755983114242554,0.9012326002120972,0.9681321978569031,0.9781238436698914,0.09113456308841705,0.08227471262216568,0.9269333481788635,0.9224682450294495,0.32569417357444763,0.3063550293445587
imdb,imdb,sentiment,0.8955000042915344,0.8855518698692322,0.8920608162879944,0.8805007338523865,0.9657430648803711,0.9774714112281799,0.07767920941114426,0.08918898552656174,0.8930657505989075,0.9134438633918762,0.25990939140319824,0.33244210481643677
imdb,imdb,sentiment,0.8995000123977661,0.8363378047943115,0.8990930914878845,0.8284858465194702,0.9663811326026917,0.9603598713874817,0.0782889574766159,0.12907515466213226,0.8663200736045837,0.8560978174209595,0.2694232165813446,0.4097805917263031
