adapter_idx,pool,source,label,label_noise,shards_total,epochs,accuracy,f1_macro,nll,brier,auroc,mean_confidence,adapter_qname,error
22,test,parent,test-sst2-i022,0.48,32,2,0.5075,0.44333912882291093,0.6896952271406663,0.24827823768038138,0.6619299291263238,0.5188732489757917,glad/sft-model-b8199340:v0,
23,train,parent,train-sst2-i023,0.48,32,2,0.4765,0.46878664934515396,0.6987103115964479,0.25276224285821614,0.4952196759597139,0.527772682160894,glad/sft-model-ee861cd4:v0,
24,train,parent,train-sst2-i024,0.48,32,2,0.558,0.3581514762516046,0.684796380101409,0.24584135943692906,0.5470354084561865,0.559314442955988,glad/sft-model-38397223:v0,
25,train,parent,train-sst2-i025,0.48,32,2,0.5935,0.5485639419196694,0.6858967575354455,0.2463775177950641,0.6093402828459754,0.5150686977537238,glad/sft-model-217aaaa8:v0,
26,test,parent,test-sst2-i026,0.48,32,2,0.558,0.3581514762516046,0.6816889938447105,0.24433286145446767,0.6229646118166042,0.5750093632277906,glad/sft-model-3f9bba44:v0,
27,test,parent,test-sst2-i027,0.45,32,2,0.544,0.411858784198606,0.6904647579630553,0.2486581529358283,0.4796354749509399,0.5244363709973495,glad/sft-model-a6648326:v0,
28,train,parent,train-sst2-i028,0.45,32,2,0.5585,0.36043018494287515,0.6853092779066947,0.2460897417285065,0.568379109294669,0.5356900053329872,glad/sft-model-ecc4f256:v0,
29,train,parent,train-sst2-i029,0.45,32,2,0.558,0.3581514762516046,0.6861155570945016,0.2465203250748464,0.6136457167647869,0.6109505240949585,glad/sft-model-69078c36:v0,
30,train,parent,train-sst2-i030,0.45,32,2,0.589,0.43667763157894735,0.6679712605891294,0.2374778021880456,0.8060932913281111,0.5371464134626165,glad/sft-model-ce475a8d:v0,
31,test,parent,test-sst2-i031,0.45,32,2,0.4475,0.31891844248666884,0.7037772137016826,0.25529933392420434,0.517677366645583,0.5376369861827898,glad/sft-model-b0e49ebe:v0,
32,train,parent,train-sst2-i032,0.45,32,2,0.5585,0.3593963961513,0.6828797147228647,0.24488608516189744,0.6049238553982387,0.540849397761187,glad/sft-model-9a6c8726:v0,
33,train,parent,train-sst2-i033,0.45,32,2,0.733,0.7282652944912149,0.5555232127587351,0.18712601359092584,0.9277979492044957,0.6272256983960058,glad/sft-model-549902d5:v0,
34,train,parent,train-sst2-i034,0.45,32,2,0.778,0.7516011654604777,0.6001932810590815,0.20417606459988952,0.9496018423912161,0.5681252462102698,glad/sft-model-3d2e1c89:v0,
35,test,parent,test-sst2-i035,0.45,32,2,0.4415,0.30627818244883803,0.7102783983161516,0.2585347253539152,0.6362326464911854,0.5637784679321446,glad/sft-model-2faa1916:v0,
36,test,parent,test-sst2-i036,0.4,64,2,0.5595,0.5289927421577425,0.6793230688504328,0.24314173868880307,0.7010802356509188,0.537941189197857,glad/sft-model-0ca3c8e3:v0,
37,train,parent,train-sst2-i037,0.4,64,2,0.909,0.9071002939101691,0.49150742158356925,0.15332386119122707,0.9690155735577937,0.6265033811459292,glad/sft-model-d970f268:v0,
38,train,parent,train-sst2-i038,0.4,64,2,0.4415,0.3158888040640003,0.7073996569988269,0.2570911111106006,0.5395126826578439,0.549422036656744,glad/sft-model-b98ebea0:v0,
39,train,parent,train-sst2-i039,0.4,64,2,0.691,0.6285611251352325,0.6111336046809857,0.21001256659782705,0.8838196775815371,0.580545228382212,glad/sft-model-ee390538:v0,
40,test,parent,test-sst2-i040,0.4,64,2,0.6505,0.6479865358626936,0.686058059206844,0.24645675301043518,0.6963637709012472,0.5084446518095687,glad/sft-model-ad53fc88:v0,
41,train,parent,train-sst2-i041,0.4,64,2,0.8335,0.8331987151792926,0.5392287795335772,0.17637882982451666,0.9264579177411246,0.6082716555686603,glad/sft-model-9948882a:v0,
42,train,parent,train-sst2-i042,0.4,64,2,0.4435,0.3218771391257699,0.7115229301323531,0.2591436851499844,0.5877284743508653,0.5689045723973505,glad/sft-model-4c5cf6d7:v0,
43,train,parent,train-sst2-i043,0.4,64,2,0.5585,0.3593963961513,0.6715598297353561,0.23937011730733793,0.7331178335684976,0.5736335976870897,glad/sft-model-2e96a08f:v0,
44,test,parent,test-sst2-i044,0.4,64,2,0.7995,0.7819770010202498,0.5404317406536758,0.17692173950925894,0.9389241635446568,0.6124902643797582,glad/sft-model-ae326b26:v0,
45,test,parent,test-sst2-i045,0.4,32,2,0.684,0.6421436951607862,0.6567419245634949,0.23191093438510293,0.785038477756694,0.5377442350384861,glad/sft-model-334a721c:v0,
46,train,parent,train-sst2-i046,0.4,32,2,0.797,0.791936568326801,0.5968050973902439,0.2026949053215781,0.8771889545727307,0.5695528564326205,glad/sft-model-ca2dcd71:v0,
47,train,parent,train-sst2-i047,0.4,32,2,0.8535,0.8521229317713881,0.5174715649617171,0.16607658924742633,0.9310497048281678,0.6200864776046514,glad/sft-model-6e200492:v0,
48,train,parent,train-sst2-i048,0.4,32,2,0.621,0.5037994040355903,0.6585912786333126,0.2328420855290339,0.8423106318623397,0.5428506246005195,glad/sft-model-b654e652:v0,
49,test,parent,test-sst2-i049,0.4,32,2,0.89,0.8892914653784219,0.5211956556905566,0.1668401356185277,0.9594802664655605,0.6084558018919068,glad/sft-model-00ad9fb2:v0,
50,train,parent,train-sst2-i050,0.4,32,2,0.5655,0.37755152838318473,0.6599698795746686,0.23363645877473554,0.8310120988014725,0.5619812751318939,glad/sft-model-077cc75a:v0,
51,train,parent,train-sst2-i051,0.4,32,2,0.9,0.8985141456058148,0.5776190885069329,0.19304169844058044,0.9648814447201544,0.5682252563184012,glad/sft-model-6d746eee:v0,
52,train,parent,train-sst2-i052,0.4,32,2,0.5735,0.39563018660715077,0.6366867667579164,0.22244308328093126,0.942111046238181,0.584067180976472,glad/sft-model-f4f2fb76:v0,
53,test,parent,test-sst2-i053,0.4,32,2,0.7645,0.7589677679519757,0.6503884755283532,0.22873451787174964,0.8214382734069641,0.5339605926029545,glad/sft-model-97f8ec96:v0,
54,test,parent,test-sst2-i054,0.0,128,3,0.91,0.9092317374255701,0.22977268781762156,0.06802584129298556,0.9682056755704762,0.9113879573148919,glad/sft-model-04dcc4b0:v0,
55,train,parent,train-sst2-i055,0.0,128,3,0.9105,0.9099450589394497,0.26775775313988315,0.0714776330837018,0.9708887794158193,0.9517658962448993,glad/sft-model-5ca6366a:v0,
56,train,parent,train-sst2-i056,0.0,128,3,0.9105,0.9089006368049062,0.2592888367210618,0.06957112538611815,0.9675402212166917,0.9397812272433913,glad/sft-model-bc00228a:v0,
57,train,parent,train-sst2-i057,0.0,128,3,0.916,0.9145333060653882,0.28564350983970965,0.07092204823768618,0.9674038866994275,0.9679150022018816,glad/sft-model-c3452db1:v0,
58,test,parent,test-sst2-i058,0.0,128,3,0.9225,0.9216443365663891,0.29956257972211003,0.06836004504538058,0.9716586386415609,0.9782510201830742,glad/sft-model-51a1f90d:v0,
59,train,parent,train-sst2-i059,0.0,128,3,0.8735,0.8733122170336982,0.33035502378001375,0.09599647970930057,0.9535565570314147,0.9367384113804011,glad/sft-model-f1f4e6fd:v0,
60,train,parent,train-sst2-i060,0.0,128,3,0.9225,0.9210721759306291,0.30602028808654536,0.06830967775020746,0.9701295634051803,0.9821073579277582,glad/sft-model-21952962:v0,
61,train,parent,train-sst2-i061,0.0,128,3,0.906,0.9053945249597424,0.26094198400011415,0.0729161646003057,0.9665392521772976,0.95133741818288,glad/sft-model-9f5e5310:v0,
62,test,parent,test-sst2-i062,0.0,128,3,0.8755,0.870010511399008,0.30444254043533875,0.09282085635550175,0.9626331922347103,0.844018647194612,glad/sft-model-f9c91783:v0,
63,test,parent,test-sst2-i063,0.0,64,3,0.9145,0.9135741850639514,0.2659404923510112,0.07064800844436886,0.9668864237175433,0.9568186250707055,glad/sft-model-ec8288f9:v0,
64,train,parent,train-sst2-i064,0.0,64,3,0.9285,0.9275332757822542,0.2194660974889644,0.057741205297786875,0.974520143044811,0.9601083863803094,glad/sft-model-f883dbc4:v0,
65,train,parent,train-sst2-i065,0.0,64,3,0.9185,0.9173590382214448,0.22111621859600927,0.06312609682518665,0.9715273723219643,0.9395577095702654,glad/sft-model-ec4fc81e:v0,
66,train,parent,train-sst2-i066,0.0,64,3,0.921,0.9191815856777494,0.2610454182251316,0.06541416168134437,0.9765225879433659,0.9535522977962421,glad/sft-model-2c3d01f0:v0,
67,test,parent,test-sst2-i067,0.0,64,3,0.9275,0.9265368801327605,0.20394796068161009,0.0571744570838279,0.9771292512042037,0.9530519628692427,glad/sft-model-6b1fc5e2:v0,
68,train,parent,train-sst2-i068,0.0,64,3,0.9245,0.9234970268968747,0.21159493057386977,0.05836754956356609,0.9733544575812129,0.9412645469228935,glad/sft-model-c13dd963:v0,
69,train,parent,train-sst2-i069,0.0,64,3,0.917,0.9165178068523794,0.22489487513315146,0.06385627339291433,0.9760887502230007,0.9454824174441858,glad/sft-model-dd2a4bb7:v0,
70,train,parent,train-sst2-i070,0.0,64,3,0.9115,0.9104846950322293,0.23860789505318508,0.06833264313646331,0.9689750279764512,0.9446269528341664,glad/sft-model-66f00630:v0,
71,test,parent,test-sst2-i071,0.0,64,3,0.926,0.9249729547779554,0.3092504185567617,0.06475875068210238,0.9725166845067226,0.9811219295533887,glad/sft-model-ce5c0e02:v0,
72,test,parent,test-sst2-i072,0.3,64,2,0.808,0.8077367916677932,0.5604307222649778,0.1859331067838185,0.9362101436935403,0.5965167339637151,glad/sft-model-c8512b10:v0,
73,train,parent,train-sst2-i073,0.3,64,2,0.865,0.8648528247261268,0.45840585279162727,0.14119428564866934,0.9495030125366937,0.6675146630323577,glad/sft-model-d9403359:v0,
74,train,parent,train-sst2-i074,0.3,64,2,0.896,0.8952959701029723,0.3916125822183439,0.11447949204631114,0.9601776504646524,0.7141474517489775,glad/sft-model-bde473da:v0,
75,train,parent,train-sst2-i075,0.3,64,2,0.442,0.3065187239944521,0.7095745327332623,0.25967423702978454,0.9240860012325858,0.6601421718744733,glad/sft-model-a22cbcfe:v0,
76,test,parent,test-sst2-i076,0.3,64,2,0.8505,0.8501327878634624,0.4986003994237267,0.15837596229145454,0.9349892148753629,0.6385767450965931,glad/sft-model-b408e6ef:v0,
77,train,parent,train-sst2-i077,0.3,64,2,0.724,0.6815782642554296,0.6341935508580869,0.22077457853912294,0.8977612757261714,0.550492876054285,glad/sft-model-58a53bfb:v0,
78,train,parent,train-sst2-i078,0.3,64,2,0.6305,0.5165446088999623,0.6003488113063719,0.20559695527589703,0.9379505627726691,0.6159108147339258,glad/sft-model-761fe46a:v0,
79,train,parent,train-sst2-i079,0.3,64,2,0.8865,0.8859167780485788,0.43492574016225694,0.1311993362296365,0.9539224809030312,0.680936588707747,glad/sft-model-907db98d:v0,
80,test,parent,test-sst2-i080,0.3,64,2,0.8755,0.8694366032123315,0.3794765768971002,0.11094878261631498,0.9683491055644755,0.7377983012365086,glad/sft-model-55567b59:v0,
81,test,parent,test-sst2-i081,0.35,32,2,0.8995,0.8988768538929015,0.5134304740431087,0.1633212061768537,0.9607417408650805,0.6146634442568136,glad/sft-model-b14f8c51:v0,
82,train,parent,train-sst2-i082,0.35,32,2,0.6915,0.6812291226386995,0.5601609894133014,0.18872860457868898,0.9450445190483141,0.6331276136771243,glad/sft-model-258ff26b:v0,
83,train,parent,train-sst2-i083,0.35,32,2,0.849,0.8411723374803832,0.5983225057236324,0.20315520213704394,0.9438403152824406,0.5608060128117625,glad/sft-model-98dc3b0e:v0,
84,train,parent,train-sst2-i084,0.35,32,2,0.6785,0.6049435508570666,0.6510002290978407,0.22907431273223128,0.8570099255583126,0.543565954434365,glad/sft-model-6adf1cf2:v0,
85,test,parent,test-sst2-i085,0.35,32,2,0.898,0.8956840823113953,0.5780813768131128,0.19325409314620998,0.9625120623104494,0.5683522954028403,glad/sft-model-31064cfa:v0,
86,train,parent,train-sst2-i086,0.35,32,2,0.85,0.8420013166556946,0.45926568504520004,0.14239388474659342,0.952159761754164,0.6708929810747783,glad/sft-model-ccc6a2ed:v0,
87,train,parent,train-sst2-i087,0.35,32,2,0.572,0.39210071811653485,0.627726704731032,0.21838620948271512,0.94911934997324,0.598485398727056,glad/sft-model-e1cf7b96:v0,
88,train,parent,train-sst2-i088,0.35,32,2,0.853,0.8464192170305417,0.4844071666262655,0.15192231097148676,0.9433122090854539,0.648771473192551,glad/sft-model-20137c01:v0,
89,test,parent,test-sst2-i089,0.35,32,2,0.8555,0.8502348178137651,0.535088766943529,0.17376666912977348,0.9408460241002936,0.6059992523304141,glad/sft-model-19748877:v0,
90,test,parent,test-sst2-i090,0.3,32,3,0.881,0.8806256420133538,0.45259528699157364,0.13798811015247492,0.9597635787151916,0.663896397767526,glad/sft-model-c8df72f3:v0,
91,train,parent,train-sst2-i091,0.3,32,3,0.867,0.8665964542741794,0.41406363661662543,0.12586825156117692,0.949072722554696,0.7125814330560167,glad/sft-model-509aaa6d:v0,
92,train,parent,train-sst2-i092,0.3,32,3,0.908,0.9061607507139943,0.3423014133643962,0.09520919492478143,0.9661145372127345,0.7557692789082254,glad/sft-model-5b74b9c9:v0,
93,train,parent,train-sst2-i093,0.3,32,3,0.8995,0.8983470265620231,0.424128447374752,0.12604240592095622,0.9630710845132097,0.681270907110855,glad/sft-model-f80e149f:v0,
94,test,parent,test-sst2-i094,0.3,32,3,0.889,0.8880935578183284,0.3790432643064275,0.10990558386129987,0.9538697716472859,0.7312190011009825,glad/sft-model-39470929:v0,
95,train,parent,train-sst2-i095,0.3,32,3,0.899,0.8972637575017801,0.3498854077954836,0.0993046226439822,0.9555179495288604,0.7574131636697905,glad/sft-model-c05040ec:v0,
96,train,parent,train-sst2-i096,0.3,32,3,0.8935,0.8930823529411764,0.408976305963905,0.12124663617572605,0.9662848286543734,0.7008191259853258,glad/sft-model-5903a492:v0,
97,train,parent,train-sst2-i097,0.3,32,3,0.9115,0.9101517141606228,0.38039825979103403,0.10784658486930081,0.9709561864448013,0.7127783025213208,glad/sft-model-143eaf1d:v0,
98,test,parent,test-sst2-i098,0.3,32,3,0.785,0.7645061474848709,0.46637282687651777,0.15110695184978892,0.9284030920060332,0.7095981668782606,glad/sft-model-144c787e:v0,
99,test,parent,test-sst2-i099,0.0,32,1,0.9055,0.9036789297658863,0.2567555146433026,0.07414277041946167,0.9657638179341215,0.8537741299942281,glad/sft-model-1db8a81f:v0,
100,train,parent,train-sst2-i100,0.0,32,1,0.922,0.9208603896103896,0.21909321504749674,0.061540591742172274,0.9706860515091066,0.9449443197488366,glad/sft-model-4045d48e:v0,
101,train,parent,train-sst2-i101,0.0,32,1,0.9125,0.9114576574074145,0.2620251196761524,0.0697756493798984,0.9684438808608637,0.9585125456601904,glad/sft-model-02a21c47:v0,
102,train,parent,train-sst2-i102,0.0,32,1,0.878,0.8778826452220584,0.31566600577893145,0.09188757518759762,0.9617442303637749,0.9182243971789553,glad/sft-model-5eba3955:v0,
103,test,parent,test-sst2-i103,0.0,32,1,0.904,0.9032335126537302,0.23756525860383654,0.07010160035269997,0.9665843591365413,0.912341690097284,glad/sft-model-97c90b28:v0,
104,train,parent,train-sst2-i104,0.0,32,1,0.9255,0.9244389528861658,0.20596468703348933,0.056982332700537146,0.9757633719327267,0.9397784017507531,glad/sft-model-315cc84f:v0,
105,train,parent,train-sst2-i105,0.0,32,1,0.9155,0.9144745282118927,0.28860535887052846,0.06931157164835638,0.9703652345967336,0.9716562944783413,glad/sft-model-236730c6:v0,
106,train,parent,train-sst2-i106,0.0,32,1,0.9235,0.9228541153673846,0.21377050899759117,0.061417242842494384,0.9760750660892975,0.9489650365396163,glad/sft-model-a344f211:v0,
107,test,parent,test-sst2-i107,0.0,32,1,0.9275,0.9266523765262312,0.197656281867294,0.05609846675874536,0.9755636849446148,0.9374320855617644,glad/sft-model-7c5383ed:v0,
108,test,parent,test-sst2-i108,0.0,32,2,0.926,0.9252373461682625,0.21844826558770405,0.05908931473377938,0.9775924844710423,0.9658767891067374,glad/sft-model-518bca53:v0,
109,train,parent,train-sst2-i109,0.0,32,2,0.9285,0.9277408270643448,0.19066301951157766,0.054934550447876915,0.9788397679170924,0.9453593370010228,glad/sft-model-f8159537:v0,
110,train,parent,train-sst2-i110,0.0,32,2,0.9265,0.9255407979443182,0.19549972513862007,0.05500566518735434,0.9783456186444801,0.9429351768775694,glad/sft-model-8335aa17:v0,
111,train,parent,train-sst2-i111,0.0,32,2,0.929,0.9283533893387825,0.23877148998453293,0.06063587359725343,0.9796608159392789,0.9763383376437553,glad/sft-model-aaf0f238:v0,
112,test,parent,test-sst2-i112,0.0,32,2,0.933,0.9320211038961039,0.20242357694131607,0.05337197153315258,0.9806009666066591,0.9661105256058858,glad/sft-model-436be29c:v0,
113,train,parent,train-sst2-i113,0.0,32,2,0.932,0.9313405950751013,0.2686174132837301,0.05925966688850113,0.9793607786373442,0.9846127815533328,glad/sft-model-fe61ddce:v0,
114,train,parent,train-sst2-i114,0.0,32,2,0.9275,0.9266523765262312,0.20576559173674314,0.05705757026262411,0.97265251220422,0.9460688957550413,glad/sft-model-0c720cd4:v0,
115,train,parent,train-sst2-i115,0.0,32,2,0.9295,0.9284786573465734,0.20979566616413603,0.05603879311278933,0.9788514247717284,0.9637443072677898,glad/sft-model-9f1fd36b:v0,
116,test,parent,test-sst2-i116,0.0,32,2,0.9265,0.9250836120401338,0.21152467764662916,0.057514836487442766,0.9751977610729983,0.9478355586099808,glad/sft-model-b7999f39:v0,
117,test,parent,test-sst2-i117,0.0,16,2,0.934,0.9327748211148176,0.2142488628160966,0.05536815028332137,0.978845342934527,0.9654796745774903,glad/sft-model-3023cf99:v0,
118,train,parent,train-sst2-i118,0.0,16,2,0.932,0.9312708524738955,0.1944176476190877,0.05293141111295557,0.9823920676624662,0.9702744425768749,glad/sft-model-45f7a62b:v0,
119,train,parent,train-sst2-i119,0.0,16,2,0.9405,0.9396670279039996,0.22250999609745475,0.05183384340751616,0.9821660260464813,0.9822423675402995,glad/sft-model-f4cb2ab5:v0,
120,train,parent,train-sst2-i120,0.0,16,2,0.936,0.9352016191495416,0.18687300792713563,0.050364009283273586,0.9815274331403362,0.9673200644847622,glad/sft-model-4c9aae94:v0,
121,test,parent,test-sst2-i121,0.0,16,2,0.9365,0.9356110297798987,0.2125885377615714,0.05317882092451656,0.9807996399552378,0.9750913943952247,glad/sft-model-b4aa2695:v0,
122,train,parent,train-sst2-i122,0.0,16,2,0.937,0.9364139913442284,0.2042718891693242,0.05437156528086409,0.9795107972883115,0.9646377330274231,glad/sft-model-d980244e:v0,
123,train,parent,train-sst2-i123,0.0,16,2,0.938,0.9370475930350269,0.21068312873495215,0.050595630607459155,0.9813226779545564,0.9781179109848246,glad/sft-model-044b55ec:v0,
124,train,parent,train-sst2-i124,0.0,16,2,0.9385,0.9375474582196304,0.18076404903712204,0.04945411101001377,0.983035728766279,0.9713548532595996,glad/sft-model-0baf0ca7:v0,
125,test,parent,test-sst2-i125,0.0,16,2,0.935,0.9343434343434344,0.1917761750482214,0.051589956590251236,0.9804798366823986,0.9675027222984639,glad/sft-model-26d33159:v0,
126,test,parent,test-sst2-i126,0.4,8,2,0.8515,0.8514767932489451,0.5511609327149948,0.1810188032271489,0.9553349875930521,0.593367546473243,glad/sft-model-a29d2a79:v0,
127,train,parent,train-sst2-i127,0.4,8,2,0.8835,0.88309993876544,0.5139514433582086,0.1632348628480413,0.9573906485671191,0.6175802561356116,glad/sft-model-a4977fa4:v0,
128,train,parent,train-sst2-i128,0.4,8,2,0.8815,0.8812648747682599,0.5616668749366361,0.18580203623931082,0.9521227639111889,0.584127436115434,glad/sft-model-cea2458f:v0,
129,train,parent,train-sst2-i129,0.4,8,2,0.8615,0.8614098817756246,0.5719963374295646,0.19079664399777244,0.9517416354465691,0.5779856539886226,glad/sft-model-89f9021c:v0,
130,test,parent,test-sst2-i130,0.4,8,2,0.801,0.7950777468849759,0.6285234396685164,0.21790554677213214,0.8813610948928786,0.5452326605073629,glad/sft-model-011a6644:v0,
131,train,parent,train-sst2-i131,0.4,8,2,0.8465,0.8464999616249904,0.5456826164018566,0.17849984799156363,0.9559355690166886,0.6005493464683394,glad/sft-model-b150ac4f:v0,
132,train,parent,train-sst2-i132,0.4,8,2,0.918,0.9169583252317066,0.571213006389678,0.1897153230243633,0.9724948912567508,0.571360269374229,glad/sft-model-73b9b863:v0,
133,train,parent,train-sst2-i133,0.4,8,2,0.89,0.8894426805526661,0.517230058410419,0.16491072931373565,0.9612181514458555,0.6121470827776475,glad/sft-model-6079a334:v0,
134,test,parent,test-sst2-i134,0.4,8,2,0.8805,0.8779515988723545,0.5608521836941737,0.1853540991690487,0.9475228677078771,0.5833938680837614,glad/sft-model-18d030ca:v0,
135,test,parent,test-sst2-i135,0.0,8,2,0.9435,0.9425811695199506,0.1683340255596446,0.04466995594801369,0.9851729877227982,0.9682669771439838,glad/sft-model-52c8110d:v0,
136,train,parent,train-sst2-i136,0.0,8,2,0.9455,0.944655877609266,0.1865436475677364,0.04759943654341532,0.9830271128302438,0.9735585060721481,glad/sft-model-50408f47:v0,
137,train,parent,train-sst2-i137,0.0,8,2,0.9405,0.9396813400677344,0.18038054766444095,0.048271602577758685,0.9825334703773982,0.9673091490095309,glad/sft-model-d358de47:v0,
138,train,parent,train-sst2-i138,0.0,8,2,0.9415,0.9407228619002275,0.1893735676113865,0.04738297938476364,0.9821275077442061,0.9784855614876056,glad/sft-model-59067e24:v0,
139,test,parent,test-sst2-i139,0.0,8,2,0.937,0.936032231632366,0.21750656865873377,0.05276630993625423,0.9818817001573168,0.977079525846522,glad/sft-model-f86d9257:v0,
140,train,parent,train-sst2-i140,0.0,8,2,0.9425,0.9415498192491694,0.18008478872588984,0.046964213203382114,0.9811625229082536,0.9635826557516407,glad/sft-model-d27a1f6b:v0,
141,train,parent,train-sst2-i141,0.0,8,2,0.942,0.9412632056516949,0.1930371584625637,0.04918924188116678,0.9836636784573216,0.9783441223762943,glad/sft-model-e5fa310f:v0,
142,train,parent,train-sst2-i142,0.0,8,2,0.939,0.9382390432519068,0.16840296188671264,0.046075326235913386,0.9828193167258633,0.9617034956709405,glad/sft-model-c7f052e0:v0,
143,test,parent,test-sst2-i143,0.0,8,2,0.9435,0.9426392299443525,0.1769021954532234,0.04732582666609409,0.9829825126907669,0.9686890307600572,glad/sft-model-385307ec:v0,
144,test,parent,test-sst2-i144,0.0,8,3,0.9335,0.932926098934004,0.21825661983818734,0.05254649236873243,0.9826135479005498,0.9801441448340676,glad/sft-model-01430fb6:v0,
145,train,parent,train-sst2-i145,0.0,8,3,0.943,0.9423018524142119,0.23328363691221674,0.04990853469052663,0.9820519915989554,0.9855285461594717,glad/sft-model-83338708:v0,
146,train,parent,train-sst2-i146,0.0,8,3,0.9425,0.9417088580486508,0.20628474764845128,0.04848070300814634,0.9820200619536483,0.9783631536572764,glad/sft-model-388877ee:v0,
147,train,parent,train-sst2-i147,0.0,8,3,0.9435,0.9427626542020949,0.18114508713739297,0.04624810546272174,0.9859823788903486,0.9790779805069362,glad/sft-model-de45aa8f:v0,
148,test,parent,test-sst2-i148,0.0,8,3,0.9385,0.9377257914710155,0.27741251032381237,0.056076211037295855,0.9793628059164111,0.9893117770236284,glad/sft-model-d7eee0de:v0,
149,train,parent,train-sst2-i149,0.0,8,3,0.9345,0.933629871016494,0.22124815531524916,0.05342674677478838,0.9802654519210497,0.9747942804509789,glad/sft-model-f0072984:v0,
150,train,parent,train-sst2-i150,0.0,8,3,0.944,0.9434112506517811,0.28328813814830905,0.05151789774259052,0.9818305113608718,0.9920894874023048,glad/sft-model-ab0bf144:v0,
151,train,parent,train-sst2-i151,0.0,8,3,0.9395,0.9388702257835788,0.20956131368792724,0.05060588123694393,0.9812137117046984,0.978919627702297,glad/sft-model-7401cbe5:v0,
152,test,parent,test-sst2-i152,0.0,8,3,0.941,0.9404040404040404,0.19679926977593779,0.04993966784173592,0.9820474302210545,0.9775995244961718,glad/sft-model-ba20e333:v0,
153,test,parent,test-sst2-i153,0.0,4,2,0.9415,0.9408665476753351,0.17071972748935246,0.045734349622582056,0.985718832611622,0.9727372058480808,glad/sft-model-46fdd1ed:v0,
154,train,parent,train-sst2-i154,0.0,4,2,0.951,0.9503199295151327,0.1557733180159768,0.04101749569057637,0.987328492190921,0.9753599492620613,glad/sft-model-a8898319:v0,
155,train,parent,train-sst2-i155,0.0,4,2,0.944,0.9433876811594203,0.17417041333028108,0.044535952597186415,0.9858546603091195,0.9783681032522231,glad/sft-model-8a79558d:v0,
156,train,parent,train-sst2-i156,0.0,4,2,0.9475,0.9468390902801351,0.1828133662206193,0.04578806694928003,0.984471549165572,0.9745296139087645,glad/sft-model-0596aeb3:v0,
157,test,parent,test-sst2-i157,0.0,4,2,0.9455,0.9449326827306619,0.15331114043103952,0.042468749568810325,0.9860599223146661,0.9628456081646027,glad/sft-model-326c8b7d:v0,
158,train,parent,train-sst2-i158,0.0,4,2,0.945,0.9443263488207307,0.15929557616491402,0.04370414794944351,0.9869169545402943,0.970117298779927,glad/sft-model-74fbce2b:v0,
159,train,parent,train-sst2-i159,0.0,4,2,0.9445,0.9437757045701994,0.17236075850457547,0.04504641279246377,0.9845825426944972,0.9680429660913037,glad/sft-model-546ed27c:v0,
160,train,parent,train-sst2-i160,0.0,4,2,0.9425,0.941889476310487,0.18351392131516348,0.046496160243150605,0.9848364593976549,0.9769714877620881,glad/sft-model-e24a1eb4:v0,
161,test,parent,test-sst2-i161,0.0,4,2,0.945,0.9443509090026063,0.15961578103789875,0.04319029540068911,0.9864440916978867,0.9727697349914542,glad/sft-model-3c4fdec4:v0,
162,test,parent,test-sst2-i162,0.0,2,2,0.954,0.9532816587854855,0.15229108339795655,0.03839356058797588,0.9884901230963848,0.9778257984536581,glad/sft-model-cbfb9b3a:v0,
163,train,parent,train-sst2-i163,0.0,2,2,0.949,0.9482921715361585,0.16026451504054018,0.04125085330162051,0.9866164104185926,0.974911017782613,glad/sft-model-9cf3b616:v0,
164,train,parent,train-sst2-i164,0.0,2,2,0.9495,0.9488984194179935,0.1416502275334615,0.039204554063869634,0.9882924633873399,0.9677865941268142,glad/sft-model-5e499cb8:v0,
165,train,parent,train-sst2-i165,0.0,2,2,0.9535,0.9528822748437705,0.15729832075253516,0.04050961734873295,0.9868571498078139,0.9739538785517222,glad/sft-model-358e20ae:v0,
166,test,parent,test-sst2-i166,0.0,2,2,0.948,0.9473153097657152,0.14718207677878603,0.039987763246310946,0.9870482208598907,0.9690598961880272,glad/sft-model-513a6d81:v0,
167,train,parent,train-sst2-i167,0.0,2,2,0.947,0.9462124971710818,0.18204511730136533,0.04374112749264292,0.9863700960119366,0.9809184795162572,glad/sft-model-0a7dafeb:v0,
168,train,parent,train-sst2-i168,0.0,2,2,0.949,0.9482921715361585,0.14895530543838487,0.040370764462067714,0.9865241692210382,0.9656516794545417,glad/sft-model-dcbdec2e:v0,
169,train,parent,train-sst2-i169,0.0,2,2,0.9505,0.9498307293877144,0.17990462842702246,0.0432915705203398,0.9862672115992799,0.9816413126451361,glad/sft-model-2ad6ba45:v0,
170,test,parent,test-sst2-i170,0.0,2,2,0.954,0.9534365826500658,0.13871920253653994,0.03729642521916267,0.9885869256718404,0.969834261920978,glad/sft-model-0f4e530c:v0,
171,test,parent,test-sst2-i171,0.0,1,2,0.9535,0.9529356871225207,0.14106674491990193,0.037436504291718964,0.9890040383399016,0.974728543625602,glad/sft-model-0d57ba2b:v0,
172,train,parent,train-sst2-i172,0.0,1,2,0.9515,0.9508442500061445,0.14138776826831737,0.03852208520964992,0.9891221273455619,0.9734879040879659,glad/sft-model-dd969416:v0,
173,train,parent,train-sst2-i173,0.0,1,2,0.951,0.950331662855382,0.15811636042133245,0.04136281256554278,0.9880481762597513,0.9781546222984621,glad/sft-model-bd896a8f:v0,
